"Alpha","Iteration","BestLambda"
0.5,122,0.0339526919761953
0.5,123,0.0216866056187211
0.5,124,0.0832222545777919
0.5,125,0.0339526919761953
0.5,126,0.0138518873140216
0.5,127,0.0531565572177533
0.5,128,0.0216866056187211
0.5,129,0.0339526919761953
0.5,130,0.0531565572177533
0.5,131,0.0531565572177533
0.5,132,0.0832222545777919
0.5,133,0.0832222545777919
0.5,134,0.0531565572177533
0.5,135,0.0531565572177533
0.5,136,0.0531565572177533
0.5,137,0.0531565572177533
0.5,138,0.0138518873140216
0.5,139,0.0339526919761953
0.5,140,0.0339526919761953
0.5,141,0.0339526919761953
0.5,142,0.0339526919761953
0.5,143,0.0531565572177533
0.5,144,0.0832222545777919
0.5,145,0.0531565572177533
0.5,146,0.0531565572177533
0.5,147,0.0339526919761953
0.5,148,0.0832222545777919
0.5,149,0.0138518873140216
0.5,150,0.0339526919761953
0.5,151,0.0138518873140216
0.5,152,0.0216866056187211
0.5,153,0.0531565572177533
0.5,154,0.0339526919761953
0.5,155,0.0216866056187211
0.5,156,0.0339526919761953
0.5,157,0.0531565572177533
0.5,158,0.0832222545777919
0.5,159,0.0339526919761953
0.5,160,0.0832222545777919
0.5,161,0.0138518873140216
0.5,162,0.0339526919761953
0.5,163,0.0832222545777919
0.5,164,0.0531565572177533
0.5,165,0.0832222545777919
0.5,166,0.0138518873140216
0.5,167,0.0216866056187211
0.5,168,0.0531565572177533
0.5,169,0.0832222545777919
0.5,170,0.0832222545777919
0.5,171,0.0832222545777919
0.5,172,0.0531565572177533
0.5,173,0.0138518873140216
0.5,174,0.0531565572177533
0.5,175,0.0531565572177533
0.5,176,0.0531565572177533
0.5,177,0.0832222545777919
0.5,178,0.0832222545777919
0.5,179,0.0531565572177533
0.5,180,0.00884761707450966
0.5,181,0.0138518873140216
0.5,182,0.0531565572177533
0.5,183,0.0339526919761953
0.5,184,0.0531565572177533
0.5,185,0.0832222545777919
0.5,186,0.0216866056187211
0.5,187,0.0531565572177533
0.5,188,0.0832222545777919
0.5,189,0.0339526919761953
0.5,190,0.0531565572177533
0.5,191,0.0531565572177533
0.5,192,0.130293307533801
0.5,193,0.0531565572177533
0.5,194,0.0216866056187211
0.5,195,0.0339526919761953
0.5,196,0.0531565572177533
0.5,197,0.0832222545777919
0.5,198,0.0216866056187211
0.5,199,0.0832222545777919
0.5,200,0.0531565572177533
0.5,201,0.0832222545777919
0.5,202,0.0339526919761953
0.5,203,0.0832222545777919
0.5,204,0.0832222545777919
0.5,205,0.0531565572177533
0.5,206,0.0531565572177533
0.5,207,0.0216866056187211
0.5,208,0.0832222545777919
0.5,209,0.0832222545777919
0.5,210,0.0339526919761953
0.5,211,0.0832222545777919
0.5,212,0.0832222545777919
0.5,213,0.0832222545777919
0.5,214,0.0832222545777919
0.5,215,0.0531565572177533
0.5,216,0.0832222545777919
0.5,217,0.0339526919761953
0.5,218,0.0832222545777919
0.5,219,0.0531565572177533
0.5,220,0.0832222545777919
0.5,221,0.0216866056187211
0.5,222,0.0531565572177533
0.5,223,0.0531565572177533
0.5,224,0.0339526919761953
0.5,225,0.0531565572177533
0.5,226,0.0531565572177533
0.5,227,0.0832222545777919
0.5,228,0.0531565572177533
0.5,229,0.0531565572177533
0.5,230,0.0531565572177533
0.5,231,0.0531565572177533
0.5,232,0.0832222545777919
0.5,233,0.0531565572177533
0.5,234,0.0138518873140216
0.5,235,0.130293307533801
0.5,236,0.0531565572177533
0.5,237,0.0832222545777919
0.5,238,0.0832222545777919
0.5,239,0.0832222545777919
0.5,240,0.0216866056187211
0.5,241,0.0531565572177533
0.5,242,0.0216866056187211
0.5,243,0.0832222545777919
0.5,244,0.0339526919761953
0.5,245,0.0339526919761953
0.5,246,0.0531565572177533
0.5,247,0.0531565572177533
0.5,248,0.0832222545777919
0.5,249,0.0339526919761953
0.5,250,0.0832222545777919
